336,341,323
587,46
404,91
487,210
408,280
350,39
799,315
333,547
154,192
386,469
467,386
172,491
714,361
662,371
661,444
296,268
486,450
107,9
203,174
129,507
280,227
139,564
9,450
658,138
47,286
46,417
190,19
340,430
262,52
384,265
603,6
635,181
306,301
647,287
615,267
294,132
721,222
478,210
317,305
572,75
54,83
575,563
531,442
574,600
194,303
66,92
152,299
28,499
510,431
481,250
773,247
234,408
15,142
282,114
781,80
77,224
605,370
532,201
480,364
98,294
601,294
745,24
258,209
349,96
468,388
529,590
404,31
473,442
355,321
479,565
549,171
664,158
504,411
727,459
194,48
547,595
26,553
645,187
98,293
35,188
76,267
571,402
698,579
466,130
320,161
608,210
116,48
531,496
293,108
610,201
21,506
652,47
212,551
213,70
611,14
20,122
76,465
529,471
515,376
232,392
672,73
38,578
306,443
44,12
436,230
259,93
630,224
174,584
338,348
323,578
468,169
175,350
235,96
78,481
265,32
147,480
522,237
317,272
387,580
320,297
706,597
423,146
526,370
458,171
605,184
559,570
381,471
393,73
208,171
700,359
358,486
79,154
131,96
473,305
715,586
473,56
222,216
561,136
468,194
275,60
147,163
41,317
120,520
23,452
743,323
585,62
135,220
511,272
690,291
218,250
651,264
712,419
143,271
722,340
556,26
498,438
637,177
592,484
329,163
25,296
649,232
254,357
244,549
228,121
800,479
525,365
95,404
25,485
73,530
298,76
582,377
62,191
408,241
555,465
479,254
660,107
134,257
564,229
133,553
778,560
377,212
58,165
56,251
252,345
697,194
692,460
165,142
81,288
750,28
681,336
131,107
21,462
619,73
47,275
391,397
349,55
496,261
64,486
735,319
22,527
236,110
111,554
577,399
320,32
132,343
423,536
112,90
694,289
160,464
651,154
98,249
470,586
298,214
154,66
353,361
77,487
326,211
68,435
230,314
659,358
433,327
217,233
444,414
739,325
582,531
423,95
114,388
720,235
243,414
679,178
411,60
166,438
439,312
41,175
639,189
561,471
783,85
157,22
366,215
95,180
583,26
263,505
592,594
19,212
315,187
633,239
247,340
773,147
441,159
19,182
532,582
671,99
2,537
479,593
586,92
65,291
685,15
442,379
732,268
85,272
696,201
21,392
356,414
184,22
386,564
237,259
632,88
199,74
283,492
443,449
529,596
336,497
315,40
31,357
707,215
59,294
12,600
163,134
582,253
77,374
568,520
587,351
788,414
667,37
795,142
673,144
223,536
178,182
13,569
155,118
590,434
235,516
727,62
249,263
225,336
296,163
259,279
673,493
