518,406,76
32,578
36,483
358,110
4,104
249,368
89,34
352,462
209,220
4,148
240,369
88,333
363,153
115,132
50,507
183,308
259,563
252,193
121,378
205,298
292,293
51,455
129,514
133,357
354,191
14,44
239,218
69,112
163,473
323,494
264,386
146,231
259,445
360,340
323,323
373,432
292,569
150,176
96,180
329,107
228,166
284,203
169,265
331,344
323,10
339,274
13,87
365,105
169,264
246,476
239,226
156,232
158,518
367,482
2,511
7,467
141,379
44,267
255,82
135,205
258,188
273,34
136,269
134,518
290,381
39,510
131,101
102,126
327,345
237,364
218,362
238,4
23,62
261,302
197,98
332,111
228,233
127,37
326,597
232,357
112,16
264,218
52,451
99,586
258,301
355,387
352,237
128,481
394,393
205,41
199,356
193,466
254,171
290,96
264,332
275,169
392,464
208,199
300,34
167,117
203,217
370,360
139,51
270,583
105,546
211,131
322,489
100,76
299,220
74,447
87,243
96,444
280,360
51,207
80,379
225,277
33,294
182,391
317,127
5,118
105,512
101,100
275,331
372,94
145,297
261,69
275,470
172,149
95,295
146,413
155,542
293,412
12,536
392,2
214,436
154,273
316,225
210,128
334,73
302,128
232,495
301,361
263,437
99,72
307,156
257,548
336,32
368,518
301,459
34,138
161,477
38,321
72,376
89,176
185,490
304,279
324,477
331,356
215,157
111,55
73,213
387,547
129,563
213,498
26,446
137,312
221,569
334,376
368,407
377,360
128,222
208,558
299,385
42,31
27,600
195,594
35,192
322,343
299,588
66,253
175,321
371,588
383,207
275,338
272,28
302,566
73,28
200,224
375,573
41,553
269,591
41,306
372,411
95,416
323,504
186,417
13,192
35,375
235,253
283,411
265,315
353,334
101,427
317,527
146,53
219,589
208,216
236,38
35,1
125,400
375,185
273,196
202,398
190,228
2,135
334,200
280,306
388,14
387,570
15,590
95,544
108,254
288,561
159,218
303,151
160,167
254,576
144,173
289,355
127,525
161,348
249,108
152,132
124,125
320,178
74,227
246,164
2,4
87,303
41,588
329,233
295,130
242,502
292,374
309,583
154,518
229,15
49,149
142,111
89,85
159,106
299,111
354,282
298,230
175,16
44,212
125,32
34,150
329,109
238,127
139,107
198,6
289,46
23,477
297,520
97,267
23,565
109,484
301,412
177,370
73,438
389,427
159,213
233,85
393,143
199,448
46,26
362,188
62,235
2,230
105,425
139,6
349,233
125,320
385,102
19,129
19,515
130,94
52,206
78,430
101,141
299,200
113,589
249,402
69,125
125,326
322,581
119,508
384,91
210,434
128,89
201,419
59,26
57,417
347,408
221,351
148,44
271,72
262,355
327,218
307,458
134,57
337,216
48,197
20,394
264,73
318,141
91,105
68,425
111,403
169,284
239,36
378,584
166,485
193,203
172,511
337,251
14,534
13,261
339,292
54,12
303,185
189,11
212,67
189,598
298,498
286,33
88,268
162,117
379,159
303,328
125,185
383,389
200,43
49,153
332,86
195,324
188,416
321,293
107,351
115,104
362,486
362,231
131,292
250,390
92,207
264,371
58,472
199,26
143,400
77,85
74,32
183,215
305,451
376,479
311,131
179,298
45,328
331,61
171,524
340,153
162,43
6,138
186,131
325,299
217,461
158,79
70,527
384,126
62,335
170,597
211,504
47,44
202,412
335,52
340,120
73,391
238,458
246,423
227,118
44,318
329,503
252,417
373,337
295,300
40,38
15,274
228,197
368,263
298,41
282,282
192,314
180,177
51,64
183,283
200,246
196,378
344,407
188,328
119,38
358,368
208,317
371,506
314,107
79,147
310,31
75,125
332,127
75,329
49,157
356,333
258,112
56,268
71,40
233,111
246,274
209,563
331,95
82,391
349,175
251,122
137,437
70,486
285,109
162,267
63,546
207,526
286,594
236,231
9,337
266,592
210,54
78,552
391,397
80,48
326,445
27,263
297,448
201,324
342,169
210,34
91,56
12,560
21,183
193,405
344,394
214,468
201,12
286,555
320,377
126,443
130,161
309,216
178,526
31,22
81,514
209,12
100,573
288,416
368,272
2,164
191,416
333,322
382,412
193,392
243,80
231,91
252,276
51,137
24,416
327,527
265,260
66,359
353,435
180,281
154,73
91,133
326,563
173,159
84,536
242,493
172,159
178,201
168,532
373,69
225,558
370,465
368,109
16,41
211,66
382,87
105,157
307,106
312,120
63,279
346,73
1,68
327,412
201,344
217,476
297,73
10,9
275,266
6,6
367,142
141,234
231,43
226,428
171,138
796,369
733,285
468,373
655,311
651,35
739,413
777,191
692,379
488,403
712,252
531,258
731,197
765,123
515,139
517,284
641,256
622,70
523,491
629,16
798,314
796,167
499,441
469,317
663,329
577,290
509,212
656,308
479,466
725,578
571,155
682,540
561,515
498,292
800,319
780,377
657,270
498,520
729,280
463,92
550,393
591,29
756,466
655,551
692,341
509,200
685,409
501,133
790,142
643,107
667,240
652,596
711,344
565,148
711,50
696,193
495,393
646,542
678,136
752,119
472,457
743,482
708,544
789,378
764,371
557,199
699,176
615,77
617,152
586,267
671,58
697,579
701,473
513,584
798,204
679,115
730,598
522,312
565,366
729,271
764,40
670,546
605,410
483,561
623,247
796,243
675,295
479,204
758,59
733,599
496,115
677,548
566,78
716,267
721,371
684,448
646,6
475,520
588,312
698,216
767,409
558,121
604,81
782,560
791,439
636,502
597,297
797,421
678,236
636,205
732,381
713,108
487,350
784,122
519,188
574,43
516,100
708,242
484,424
556,38
707,155
596,372
493,450
601,293
570,488
771,212
630,562
673,387
609,54
792,270
730,474
706,296
542,467
543,173
602,475
665,37
622,500
790,397
722,448
496,81
542,5
724,59
773,118
615,146
759,119
690,579
633,223
586,108
713,255
720,419
472,542
530,161
528,349
539,55
728,448
593,216
569,563
684,586
738,33
785,283
776,404
492,102
490,340
660,70
799,367
471,104
582,55
758,102
569,331
472,179
515,78
751,440
739,3
756,170
766,17
714,38
786,164
584,421
593,103
470,337
625,202
596,460
686,31
650,521
478,160
467,494
614,333
673,288
595,324
691,487
728,221
516,150
600,445
472,106
525,484
551,547
519,353
669,297
739,35
575,319
635,240
638,217
796,453
710,431
651,147
536,503
696,320
493,150
792,150
739,104
554,322
570,167
527,157
767,509
590,253
679,544
554,580
648,388
618,75
784,557
657,132
587,411
528,340
515,553
566,163
551,74
470,490
567,255
661,269
692,187
766,147
544,46
723,588
593,26
736,195
760,144
728,251
635,297
615,474
514,499
731,432
727,265
612,296
659,314
739,379
666,464
676,594
564,27
620,472
637,379
713,439
670,346
771,107
684,51
563,474
793,468
572,569
529,131
578,56
637,466
639,594
526,162
636,330
786,436
578,580
704,477
699,314
472,525
653,267
587,426
766,139
766,191
635,219
732,103
665,467
783,392
683,120
482,344
519,329
762,109
768,388
709,277
733,362
737,79
573,434
628,141
470,575
743,286
584,406
499,572
580,68
794,186
618,247
664,103
737,24
506,38
578,499
500,458
735,141
497,328
511,314
593,214
747,282
728,553
665,440
624,245
737,391
556,430
482,395
788,571
533,324
791,474
534,555
777,470
501,593
663,15
603,166
749,317
766,87
787,527
558,301
535,162
573,383
719,13
616,453
646,107
496,198
780,415
486,85
656,288
531,405
671,225
654,26
520,174
538,399
771,5
682,140
543,587
584,278
588,327
739,121
780,388
619,484
725,251
736,286
646,216
765,394
537,577
724,334
509,477
693,506
518,101
625,368
577,419
712,130
783,20
681,150
677,292
645,508
792,353
589,434
530,490
653,211
701,69
704,520
526,35
685,22
569,91
682,316
479,473
538,351
564,220
485,398
661,449
484,190
585,420
510,561
761,208
764,302
636,395
611,144
464,144
710,123
581,165
475,321
665,414
688,452
587,475
657,55
619,264
699,395
729,137
592,368
794,287
642,199
642,89
481,483
572,72
734,17
787,13
721,482
543,40
639,206
755,476
655,422
504,583
746,238
437,137
439,570
419,530
433,567
436,103
418,89
444,448
421,572
443,95
451,29
445,39
449,552
428,168
414,389
441,225
404,69
434,78
451,452
457,347
443,265
422,470
429,532
429,84
401,204
400,414
445,344
454,407
429,357
452,110
410,316
436,248
439,212
458,362
424,262
434,96
399,567
402,147
459,166
433,472
400,428
447,165
417,290
432,372
422,41
434,488
410,417
398,514
413,407
436,117
424,120
425,501
404,68
410,498
448,318
458,41
458,199
425,187
431,306
438,556
426,130
405,240
409,366
425,111
426,404
426,126
458,316
423,290
436,289
449,237
405,579
436,364
453,479
438,218
422,181
402,534
438,410
