334,334,332
334,551
726,501
610,501
11,346
263,557
587,529
541,435
632,416
631,464
75,515
272,577
576,435
734,491
81,433
492,487
247,427
778,363
729,489
670,566
761,479
538,495
99,369
35,481
463,499
718,380
16,499
341,401
455,358
675,509
168,538
90,380
508,456
689,338
587,573
625,570
162,501
519,462
707,379
467,562
387,468
572,564
799,540
524,514
224,499
487,585
386,423
330,383
18,439
213,563
118,465
472,389
464,593
52,501
249,589
32,371
626,529
225,383
785,376
112,597
102,413
763,596
236,532
799,451
39,511
369,553
107,546
140,438
599,470
155,431
436,581
42,378
376,527
294,552
342,337
523,504
433,396
715,559
238,425
361,340
450,470
549,338
425,572
674,427
748,446
234,576
430,346
141,507
745,511
725,567
207,571
389,388
635,482
328,424
116,333
251,526
597,540
167,571
54,498
1,576
176,539
204,588
175,505
649,357
512,473
333,571
446,385
494,461
156,500
555,399
117,465
141,369
622,557
499,593
244,412
114,441
294,354
470,373
586,485
134,467
609,529
4,535
619,356
277,439
223,354
204,441
264,453
685,534
397,496
40,340
741,528
320,531
443,455
704,477
677,367
62,486
562,475
355,364
452,584
764,393
53,495
696,352
473,478
768,442
590,367
80,434
720,372
432,553
203,411
269,400
532,590
416,331
799,496
708,428
218,452
400,384
472,458
475,441
97,566
524,471
675,544
299,444
91,594
549,331
165,478
637,354
128,454
161,459
657,221
625,80
726,211
662,207
274,15
227,28
737,209
248,196
418,243
647,131
309,48
304,203
294,16
61,40
602,192
633,66
619,189
277,176
699,132
376,29
535,20
681,23
473,133
411,135
673,39
66,274
393,170
746,180
267,233
744,237
158,160
456,98
739,153
786,216
87,126
81,10
698,149
466,210
268,173
700,194
705,49
493,98
235,182
235,75
100,69
176,163
530,34
764,33
675,139
761,256
435,7
88,139
740,200
408,146
243,221
162,87
556,71
496,248
781,156
433,224
216,248
9,249
652,52
330,92
504,7
732,66
329,267
475,35
626,255
737,269
743,10
720,251
582,8
337,135
442,138
771,13
176,39
417,100
557,70
52,31
216,30
195,90
737,4
705,11
669,123
59,113
452,134
354,70
249,242
513,28
53,243
264,46
741,99
750,43
419,15
96,114
305,58
35,59
67,59
142,249
458,265
432,11
770,49
188,145
528,264
468,242
304,54
549,197
194,216
279,191
26,88
14,111
493,63
587,225
649,174
598,63
570,102
41,234
103,120
239,246
478,198
743,117
544,210
149,277
18,192
652,87
505,158
646,61
329,106
713,19
790,84
786,263
771,66
447,106
249,176
480,66
325,183
243,159
337,151
528,237
635,181
341,210
671,63
343,17
773,9
399,114
277,72
560,255
286,221
48,188
523,112
199,51
252,109
569,190
81,14
221,157
215,150
740,181
434,34
718,243
557,59
321,54
74,182
394,187
491,151
552,232
764,29
481,539
243,580
622,423
735,522
774,596
294,418
438,432
167,578
43,357
229,401
587,497
228,371
349,379
684,536
10,346
765,527
120,466
657,592
613,345
574,413
123,493
441,515
163,396
307,569
156,574
110,475
585,463
513,597
567,354
297,537
311,336
581,496
633,416
137,483
707,533
455,341
368,331
664,359
367,391
120,397
115,504
532,364
439,491
507,374
485,530
184,510
628,497
134,501
664,404
558,505
155,542
293,338
398,364
280,392
297,485
141,405
600,555
536,420
276,585
609,452
356,476
482,488
715,524
758,325
318,344
379,392
733,381
91,432
45,453
429,573
464,569
466,548
496,452
708,464
305,432
258,450
56,332
675,376
529,494
252,544
24,496
530,534
104,510
440,540
636,400
496,392
83,477
395,388
253,544
92,429
797,329
19,395
626,416
109,516
182,554
265,529
364,323
303,534
34,557
693,593
464,478
237,420
476,582
276,525
432,331
143,589
93,505
624,343
119,355
99,458
110,321
302,348
1,493
689,440
717,322
284,458
675,565
771,325
784,581
663,570
27,359
394,496
18,508
745,471
584,526
697,471
195,423
469,533
492,526
709,404
73,414
417,349
539,405
597,500
33,433
402,322
490,520
140,349
364,346
207,438
322,415
687,496
62,528
492,597
417,379
711,336
76,596
107,333
549,504
193,488
584,550
161,447
180,355
427,521
421,475
510,573
69,385
326,581
623,451
448,352
677,495
546,461
338,456
364,427
134,533
89,341
13,326
368,42
361,100
443,277
172,98
512,170
465,51
188,215
561,55
50,167
696,191
85,177
8,249
320,93
386,79
345,85
753,79
502,168
638,75
344,182
68,222
282,206
541,64
262,178
365,230
506,78
634,67
424,270
731,18
134,176
513,127
217,111
436,163
50,87
66,141
559,110
569,160
395,93
549,235
766,238
501,81
33,129
622,60
222,105
596,270
451,165
195,223
215,161
144,168
617,120
93,98
525,196
160,268
35,109
552,208
468,62
629,10
99,90
627,272
723,49
225,128
520,186
548,237
23,175
227,85
377,272
685,257
105,107
691,41
542,118
513,102
316,127
105,118
295,187
530,228
151,221
737,112
156,113
558,143
201,146
678,228
719,11
460,124
189,55
638,47
82,104
192,211
721,147
644,190
654,5
13,43
789,65
706,28
619,120
671,49
376,106
219,247
703,213
187,0
298,48
648,144
43,237
714,106
644,113
772,249
153,63
399,158
185,2
132,239
606,269
521,42
268,90
791,113
47,256
587,42
466,86
5,55
728,275
598,230
384,16
265,112
145,135
198,255
775,257
222,147
647,175
683,207
144,265
180,179
626,52
421,111
415,42
290,235
77,98
247,39
78,93
84,59
98,93
72,70
280,158
71,279
73,13
221,142
577,243
324,34
318,7
652,183
262,10
476,80
8,124
587,219
160,45
549,198
189,262
246,220
670,10
141,34
724,16
214,121
201,206
586,123
469,229
4,227
515,214
738,184
393,217
380,266
172,86
524,406
346,345
394,450
432,407
732,507
289,486
525,517
794,375
587,396
364,546
155,512
555,342
744,374
160,432
205,506
48,526
161,482
172,353
151,333
15,486
699,406
191,536
687,486
204,425
630,457
680,480
679,330
37,491
603,425
577,503
542,488
677,479
257,352
51,351
276,339
320,497
285,476
209,512
34,548
222,538
342,375
557,547
558,558
141,454
472,563
260,454
113,453
478,417
798,498
39,454
540,411
160,452
138,530
388,521
425,546
34,570
53,493
187,418
281,344
603,458
227,446
700,584
220,399
361,471
142,519
709,341
49,453
758,566
339,340
78,445
374,339
443,559
217,575
714,538
569,587
133,558
744,377
86,486
380,330
189,546
219,399
462,436
175,464
761,499
723,496
286,561
536,377
624,346
692,539
269,419
183,455
402,474
684,394
303,325
0,448
60,438
361,375
312,457
196,401
575,457
417,520
108,588
507,527
667,343
420,401
604,457
437,523
29,351
268,367
118,494
639,572
255,356
431,373
277,388
652,385
388,423
246,372
400,420
152,548
688,422
588,375
24,417
557,531
672,400
431,514
121,485
691,470
634,344
348,450
211,385
14,563
718,463
632,494
550,450
490,433
775,350
166,406
684,564
390,531
662,361
6,563
8,356
231,592
360,442
34,549
350,445
610,410
542,410
426,566
278,425
191,572
702,530
147,536
384,492
626,481
564,522
39,333
619,360
261,564
256,322
691,427
426,530
478,487
720,388
47,573
687,489
5,7
162,269
434,169
737,218
144,228
594,185
273,246
456,100
534,77
646,266
59,28
56,222
31,61
68,87
298,76
305,47
654,236
183,170
484,185
705,108
80,232
448,101
748,127
345,251
650,77
744,208
335,40
46,36
224,111
717,268
118,162
116,91
711,220
756,274
247,23
615,237
397,197
565,205
377,34
232,195
385,30
350,99
736,54
47,193
556,21
